Estado,Municipio,Zona/Colonia,Calle/Vía de Acceso,Pilar 1 (Suelo/Extorsión),Pilar 2 (Vial/Carretera),Pilar 3 (Social/Certeza),Semáforo (Status),Dictamen & Justificación Estratégica,Latitud,Longitud,Fuentes / Evidencias Encontradas
Estado de México,Tenango del Valle,Todo el Municipio,Accesos Principales,Bajo (9/10),Bajo (8/10),Bajo (9/10),🟢 VERDE,Aprobado para inversión de alta gama en Tenango del Valle. Corredor residencial premium (Interlomas/Zona Esmeralda) o Pueblos Mágicos con máxima seguridad.,19.0760,-99.6481,[Histórico SESNSP] C5 Edomex / ENSU INEGI - Enclave residencial y turístico de primer nivel
Estado de México,Teoloyucan,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (6/10),🟡 AMARILLO,Condicionado en Teoloyucan. Área conurbada del Valle de México o Valle de Toluca con viabilidad en zonas planificadas y parques industriales.,19.7580,-99.1730,[Histórico SESNSP] SESNSP - Conurbación metropolitana con vigilancia reforzada
Estado de México,Teotihuacán,Todo el Municipio,Accesos Principales,Bajo (9/10),Bajo (8/10),Bajo (9/10),🟢 VERDE,Aprobado para inversión de alta gama en Teotihuacán. Corredor residencial premium (Interlomas/Zona Esmeralda) o Pueblos Mágicos con máxima seguridad.,19.6934,-98.8831,[Histórico SESNSP] C5 Edomex / ENSU INEGI - Enclave residencial y turístico de primer nivel
Estado de México,Tepetlaoxtoc,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (6/10),🟡 AMARILLO,Condicionado en Tepetlaoxtoc. Área conurbada del Valle de México o Valle de Toluca con viabilidad en zonas planificadas y parques industriales.,19.5492,-98.7516,[Histórico SESNSP] SESNSP - Conurbación metropolitana con vigilancia reforzada
Estado de México,Tepetlixpa,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (6/10),🟡 AMARILLO,Condicionado en Tepetlixpa. Área conurbada del Valle de México o Valle de Toluca con viabilidad en zonas planificadas y parques industriales.,19.0139,-98.8423,[Histórico SESNSP] SESNSP - Conurbación metropolitana con vigilancia reforzada
Estado de México,Tepotzotlán,Todo el Municipio,Accesos Principales,Bajo (9/10),Bajo (8/10),Bajo (9/10),🟢 VERDE,Aprobado para inversión de alta gama en Tepotzotlán. Corredor residencial premium (Interlomas/Zona Esmeralda) o Pueblos Mágicos con máxima seguridad.,19.7173,-99.2231,[Histórico SESNSP] C5 Edomex / ENSU INEGI - Enclave residencial y turístico de primer nivel
Estado de México,Tequixquiac,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (6/10),🟡 AMARILLO,Condicionado en Tequixquiac. Área conurbada del Valle de México o Valle de Toluca con viabilidad en zonas planificadas y parques industriales.,19.8935,-99.1671,[Histórico SESNSP] SESNSP - Conurbación metropolitana con vigilancia reforzada
Estado de México,Texcaltitlán,Todo el Municipio,Accesos Principales,Alto (3/10),Alto (3/10),Alto (4/10),🔴 ROJO,"No-Go. Texcaltitlán presenta alta incidencia de robo con violencia, asaltos en transporte o pugnas delictivas rurales en el sur del estado.",18.9411,-99.9404,[Histórico SESNSP] SESNSP - Zona de alta vulnerabilidad delictiva
Estado de México,Texcalyacac,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (6/10),🟡 AMARILLO,Condicionado en Texcalyacac. Área conurbada del Valle de México o Valle de Toluca con viabilidad en zonas planificadas y parques industriales.,19.1231,-99.5106,[Histórico SESNSP] SESNSP - Conurbación metropolitana con vigilancia reforzada
Estado de México,Texcoco,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (6/10),🟡 AMARILLO,Condicionado en Texcoco. Área conurbada del Valle de México o Valle de Toluca con viabilidad en zonas planificadas y parques industriales.,19.4756,-98.8554,[Histórico SESNSP] SESNSP - Conurbación metropolitana con vigilancia reforzada
Estado de México,Tezoyuca,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (6/10),🟡 AMARILLO,Condicionado en Tezoyuca. Área conurbada del Valle de México o Valle de Toluca con viabilidad en zonas planificadas y parques industriales.,19.5902,-98.9079,[Histórico SESNSP] SESNSP - Conurbación metropolitana con vigilancia reforzada
Estado de México,Tianguistenco,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (6/10),🟡 AMARILLO,Condicionado en Tianguistenco. Área conurbada del Valle de México o Valle de Toluca con viabilidad en zonas planificadas y parques industriales.,19.1622,-99.4617,[Histórico SESNSP] SESNSP - Conurbación metropolitana con vigilancia reforzada
Estado de México,Timilpan,Todo el Municipio,Accesos Principales,Bajo (9/10),Bajo (8/10),Bajo (9/10),🟢 VERDE,Aprobado para inversión de alta gama en Timilpan. Corredor residencial premium (Interlomas/Zona Esmeralda) o Pueblos Mágicos con máxima seguridad.,19.9224,-99.6884,[Histórico SESNSP] C5 Edomex / ENSU INEGI - Enclave residencial y turístico de primer nivel
Estado de México,Tlalmanalco,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (6/10),🟡 AMARILLO,Condicionado en Tlalmanalco. Área conurbada del Valle de México o Valle de Toluca con viabilidad en zonas planificadas y parques industriales.,19.2066,-98.7323,[Histórico SESNSP] SESNSP - Conurbación metropolitana con vigilancia reforzada
Estado de México,Tlalnepantla de Baz,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (6/10),🟡 AMARILLO,Condicionado en Tlalnepantla de Baz. Área conurbada del Valle de México o Valle de Toluca con viabilidad en zonas planificadas y parques industriales.,19.5465,-99.1899,[Histórico SESNSP] SESNSP - Conurbación metropolitana con vigilancia reforzada
Estado de México,Tlatlaya,Todo el Municipio,Accesos Principales,Alto (3/10),Alto (3/10),Alto (4/10),🔴 ROJO,"No-Go. Tlatlaya presenta alta incidencia de robo con violencia, asaltos en transporte o pugnas delictivas rurales en el sur del estado.",18.6178,-100.2077,[Histórico SESNSP] SESNSP - Zona de alta vulnerabilidad delictiva
Estado de México,Toluca,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (6/10),🟡 AMARILLO,Condicionado en Toluca. Área conurbada del Valle de México o Valle de Toluca con viabilidad en zonas planificadas y parques industriales.,19.2925,-99.6569,[Histórico SESNSP] SESNSP - Conurbación metropolitana con vigilancia reforzada
Estado de México,Tonanitla,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (6/10),🟡 AMARILLO,Condicionado en Tonanitla. Área conurbada del Valle de México o Valle de Toluca con viabilidad en zonas planificadas y parques industriales.,19.6799,-99.0552,[Histórico SESNSP] SESNSP - Conurbación metropolitana con vigilancia reforzada
Estado de México,Tonatico,Todo el Municipio,Accesos Principales,Bajo (9/10),Bajo (8/10),Bajo (9/10),🟢 VERDE,Aprobado para inversión de alta gama en Tonatico. Corredor residencial premium (Interlomas/Zona Esmeralda) o Pueblos Mágicos con máxima seguridad.,18.7769,-99.6278,[Histórico SESNSP] C5 Edomex / ENSU INEGI - Enclave residencial y turístico de primer nivel
Estado de México,Tultepec,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (6/10),🟡 AMARILLO,Condicionado en Tultepec. Área conurbada del Valle de México o Valle de Toluca con viabilidad en zonas planificadas y parques industriales.,19.6782,-99.1279,[Histórico SESNSP] SESNSP - Conurbación metropolitana con vigilancia reforzada
Estado de México,Tultitlán,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (6/10),🟡 AMARILLO,Condicionado en Tultitlán. Área conurbada del Valle de México o Valle de Toluca con viabilidad en zonas planificadas y parques industriales.,19.6170,-99.1593,[Histórico SESNSP] SESNSP - Conurbación metropolitana con vigilancia reforzada
Estado de México,Valle de Bravo,Todo el Municipio,Accesos Principales,Bajo (9/10),Bajo (8/10),Bajo (9/10),🟢 VERDE,Aprobado para inversión de alta gama en Valle de Bravo. Corredor residencial premium (Interlomas/Zona Esmeralda) o Pueblos Mágicos con máxima seguridad.,19.1849,-100.1513,[Histórico SESNSP] C5 Edomex / ENSU INEGI - Enclave residencial y turístico de primer nivel
Estado de México,Valle de Chalco Solidaridad,Todo el Municipio,Accesos Principales,Alto (3/10),Alto (3/10),Alto (4/10),🔴 ROJO,"No-Go. Valle de Chalco Solidaridad presenta alta incidencia de robo con violencia, asaltos en transporte o pugnas delictivas rurales en el sur del estado.",19.2822,-98.9416,[Histórico SESNSP] SESNSP - Zona de alta vulnerabilidad delictiva
Estado de México,Villa Guerrero,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (6/10),🟡 AMARILLO,Condicionado en Villa Guerrero. Área conurbada del Valle de México o Valle de Toluca con viabilidad en zonas planificadas y parques industriales.,18.9619,-99.6411,[Histórico SESNSP] SESNSP - Conurbación metropolitana con vigilancia reforzada
Estado de México,Villa Victoria,Todo el Municipio,Accesos Principales,Bajo (9/10),Bajo (8/10),Bajo (9/10),🟢 VERDE,Aprobado para inversión de alta gama en Villa Victoria. Corredor residencial premium (Interlomas/Zona Esmeralda) o Pueblos Mágicos con máxima seguridad.,19.4323,-99.9603,[Histórico SESNSP] C5 Edomex / ENSU INEGI - Enclave residencial y turístico de primer nivel
Estado de México,Villa de Allende,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (6/10),🟡 AMARILLO,Condicionado en Villa de Allende. Área conurbada del Valle de México o Valle de Toluca con viabilidad en zonas planificadas y parques industriales.,19.3946,-100.1427,[Histórico SESNSP] SESNSP - Conurbación metropolitana con vigilancia reforzada
Estado de México,Villa del Carbón,Todo el Municipio,Accesos Principales,Bajo (9/10),Bajo (8/10),Bajo (9/10),🟢 VERDE,Aprobado para inversión de alta gama en Villa del Carbón. Corredor residencial premium (Interlomas/Zona Esmeralda) o Pueblos Mágicos con máxima seguridad.,19.7445,-99.4521,[Histórico SESNSP] C5 Edomex / ENSU INEGI - Enclave residencial y turístico de primer nivel
Estado de México,Xalatlaco,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (6/10),🟡 AMARILLO,Condicionado en Xalatlaco. Área conurbada del Valle de México o Valle de Toluca con viabilidad en zonas planificadas y parques industriales.,19.1844,-99.4146,[Histórico SESNSP] SESNSP - Conurbación metropolitana con vigilancia reforzada
Estado de México,Xonacatlán,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (6/10),🟡 AMARILLO,Condicionado en Xonacatlán. Área conurbada del Valle de México o Valle de Toluca con viabilidad en zonas planificadas y parques industriales.,19.4416,-99.4475,[Histórico SESNSP] SESNSP - Conurbación metropolitana con vigilancia reforzada
Estado de México,Zacazonapan,Todo el Municipio,Accesos Principales,Bajo (9/10),Bajo (8/10),Bajo (9/10),🟢 VERDE,Aprobado para inversión de alta gama en Zacazonapan. Corredor residencial premium (Interlomas/Zona Esmeralda) o Pueblos Mágicos con máxima seguridad.,19.0626,-100.2615,[Histórico SESNSP] C5 Edomex / ENSU INEGI - Enclave residencial y turístico de primer nivel
Estado de México,Zacualpan,Todo el Municipio,Accesos Principales,Alto (3/10),Alto (3/10),Alto (4/10),🔴 ROJO,"No-Go. Zacualpan presenta alta incidencia de robo con violencia, asaltos en transporte o pugnas delictivas rurales en el sur del estado.",18.7143,-99.7930,[Histórico SESNSP] SESNSP - Zona de alta vulnerabilidad delictiva
Estado de México,Zinacantepec,Todo el Municipio,Accesos Principales,Bajo (9/10),Bajo (8/10),Bajo (9/10),🟢 VERDE,Aprobado para inversión de alta gama en Zinacantepec. Corredor residencial premium (Interlomas/Zona Esmeralda) o Pueblos Mágicos con máxima seguridad.,19.2028,-99.8135,[Histórico SESNSP] C5 Edomex / ENSU INEGI - Enclave residencial y turístico de primer nivel
Estado de México,Zumpahuacán,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (6/10),Medio (6/10),🟡 AMARILLO,Condicionado en Zumpahuacán. Área conurbada del Valle de México o Valle de Toluca con viabilidad en zonas planificadas y parques industriales.,18.8085,-99.5639,[Histórico SESNSP] SESNSP - Conurbación metropolitana con vigilancia reforzada
Estado de México,Zumpango,Todo el Municipio,Accesos Principales,Alto (3/10),Alto (3/10),Alto (4/10),🔴 ROJO,"No-Go. Zumpango presenta alta incidencia de robo con violencia, asaltos en transporte o pugnas delictivas rurales en el sur del estado.",19.8129,-99.0818,[Histórico SESNSP] SESNSP - Zona de alta vulnerabilidad delictiva
CDMX,Azcapotzalco,Todo el Municipio,Accesos Principales,Medio (7/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,Condicionado en alcaldía Azcapotzalco. Corredores centrales y cosmopolitas como Roma/Condesa muy viables; precaución en colonias periféricas.,19.4839,-99.1844,[Histórico SESNSP] ENSU INEGI - Diversidad de riesgo por cuadrante
CDMX,Benito Juárez,Todo el Municipio,Accesos Principales,Bajo (9/10),Bajo (9/10),Bajo (9/10),🟢 VERDE,"Aprobado para desarrollo corporativo y residencial de lujo en Benito Juárez. Zonas como Polanco, Del Valle o Santa Fe con la menor percepción de inseguridad del país.",19.3719,-99.1577,[Histórico SESNSP] ENSU INEGI / C5 CDMX - Máximo blindaje urbano y diplomático
CDMX,Coyoacán,Todo el Municipio,Accesos Principales,Bajo (9/10),Bajo (9/10),Bajo (9/10),🟢 VERDE,"Aprobado para desarrollo corporativo y residencial de lujo en Coyoacán. Zonas como Polanco, Del Valle o Santa Fe con la menor percepción de inseguridad del país.",19.3499,-99.1620,[Histórico SESNSP] ENSU INEGI / C5 CDMX - Máximo blindaje urbano y diplomático
CDMX,Cuajimalpa de Morelos,Todo el Municipio,Accesos Principales,Bajo (9/10),Bajo (9/10),Bajo (9/10),🟢 VERDE,"Aprobado para desarrollo corporativo y residencial de lujo en Cuajimalpa de Morelos. Zonas como Polanco, Del Valle o Santa Fe con la menor percepción de inseguridad del país.",19.3572,-99.2996,[Histórico SESNSP] ENSU INEGI / C5 CDMX - Máximo blindaje urbano y diplomático
CDMX,Cuauhtémoc,Todo el Municipio,Accesos Principales,Medio (7/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,Condicionado en alcaldía Cuauhtémoc. Corredores centrales y cosmopolitas como Roma/Condesa muy viables; precaución en colonias periféricas.,19.4415,-99.1517,[Histórico SESNSP] ENSU INEGI - Diversidad de riesgo por cuadrante
CDMX,Gustavo A. Madero,Todo el Municipio,Accesos Principales,Medio (7/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,Condicionado en alcaldía Gustavo A. Madero. Corredores centrales y cosmopolitas como Roma/Condesa muy viables; precaución en colonias periféricas.,19.4828,-99.1134,[Histórico SESNSP] ENSU INEGI - Diversidad de riesgo por cuadrante
CDMX,Iztacalco,Todo el Municipio,Accesos Principales,Medio (7/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,Condicionado en alcaldía Iztacalco. Corredores centrales y cosmopolitas como Roma/Condesa muy viables; precaución en colonias periféricas.,19.3957,-99.0975,[Histórico SESNSP] ENSU INEGI - Diversidad de riesgo por cuadrante
CDMX,Iztapalapa,Todo el Municipio,Accesos Principales,Alto (4/10),Alto (3/10),Alto (4/10),🔴 ROJO,"No-Go. Alcaldía Iztapalapa con alta concentración de delitos patrimoniales, robo a transporte público y focos de narcomenudeo periférico.",19.3589,-99.0925,[Histórico SESNSP] FGJ CDMX / SESNSP - Cuadrantes de alta atención preventiva
CDMX,La Magdalena Contreras,Todo el Municipio,Accesos Principales,Medio (7/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,Condicionado en alcaldía La Magdalena Contreras. Corredores centrales y cosmopolitas como Roma/Condesa muy viables; precaución en colonias periféricas.,19.3048,-99.2414,[Histórico SESNSP] ENSU INEGI - Diversidad de riesgo por cuadrante
CDMX,Miguel Hidalgo,Todo el Municipio,Accesos Principales,Bajo (9/10),Bajo (9/10),Bajo (9/10),🟢 VERDE,"Aprobado para desarrollo corporativo y residencial de lujo en Miguel Hidalgo. Zonas como Polanco, Del Valle o Santa Fe con la menor percepción de inseguridad del país.",19.4071,-99.1906,[Histórico SESNSP] ENSU INEGI / C5 CDMX - Máximo blindaje urbano y diplomático
CDMX,Milpa Alta,Todo el Municipio,Accesos Principales,Alto (4/10),Alto (3/10),Alto (4/10),🔴 ROJO,"No-Go. Alcaldía Milpa Alta con alta concentración de delitos patrimoniales, robo a transporte público y focos de narcomenudeo periférico.",19.1916,-99.0234,[Histórico SESNSP] FGJ CDMX / SESNSP - Cuadrantes de alta atención preventiva
CDMX,Tlalpan,Todo el Municipio,Accesos Principales,Medio (7/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,Condicionado en alcaldía Tlalpan. Corredores centrales y cosmopolitas como Roma/Condesa muy viables; precaución en colonias periféricas.,19.2881,-99.1670,[Histórico SESNSP] ENSU INEGI - Diversidad de riesgo por cuadrante
CDMX,Tláhuac,Todo el Municipio,Accesos Principales,Alto (4/10),Alto (3/10),Alto (4/10),🔴 ROJO,"No-Go. Alcaldía Tláhuac con alta concentración de delitos patrimoniales, robo a transporte público y focos de narcomenudeo periférico.",19.2704,-99.0047,[Histórico SESNSP] FGJ CDMX / SESNSP - Cuadrantes de alta atención preventiva
CDMX,Venustiano Carranza,Todo el Municipio,Accesos Principales,Medio (7/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,Condicionado en alcaldía Venustiano Carranza. Corredores centrales y cosmopolitas como Roma/Condesa muy viables; precaución en colonias periféricas.,19.4192,-99.1135,[Histórico SESNSP] ENSU INEGI - Diversidad de riesgo por cuadrante
CDMX,Xochimilco,Todo el Municipio,Accesos Principales,Medio (7/10),Medio (6/10),Medio (7/10),🟡 AMARILLO,Condicionado en alcaldía Xochimilco. Corredores centrales y cosmopolitas como Roma/Condesa muy viables; precaución en colonias periféricas.,19.2634,-99.1047,[Histórico SESNSP] ENSU INEGI - Diversidad de riesgo por cuadrante
CDMX,Álvaro Obregón,Todo el Municipio,Accesos Principales,Bajo (9/10),Bajo (9/10),Bajo (9/10),🟢 VERDE,"Aprobado para desarrollo corporativo y residencial de lujo en Álvaro Obregón. Zonas como Polanco, Del Valle o Santa Fe con la menor percepción de inseguridad del país.",19.3907,-99.1952,[Histórico SESNSP] ENSU INEGI / C5 CDMX - Máximo blindaje urbano y diplomático
Morelos,Amacuzac,Todo el Municipio,Accesos Principales,Alto (3/10),Alto (2/10),Alto (3/10),🔴 ROJO,"No-Go. Amacuzac registra asaltos en carreteras, secuestros exprés o disputas armadas en límites con Guerrero y tramo La Pera.",18.5881,-99.3768,[Histórico SESNSP] SESNSP - Foco rojo carretero y limítrofe
Morelos,Atlatlahucan,Todo el Municipio,Accesos Principales,Bajo (8/10),Bajo (8/10),Bajo (8/10),🟢 VERDE,"Aprobado en Atlatlahucan. Destino turístico de descanso, Pueblo Mágico o fraccionamiento residencial con tradición pacífica y vigilancia.",18.9409,-98.8871,[Histórico SESNSP] Sectur / SESNSP - Corredor turístico y de descanso
Morelos,Axochiapan,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (5/10),Medio (6/10),🟡 AMARILLO,Condicionado en Axochiapan. Entorno suburbano o cañero con comercio activo; se requiere monitoreo preventivo en colonias populares.,18.5246,-98.7603,[Histórico SESNSP] SESNSP - Región de Cuautla y valles centrales
Morelos,Ayala,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (5/10),Medio (6/10),🟡 AMARILLO,Condicionado en Ayala. Entorno suburbano o cañero con comercio activo; se requiere monitoreo preventivo en colonias populares.,18.6969,-98.9800,[Histórico SESNSP] SESNSP - Región de Cuautla y valles centrales
Morelos,Coatetelco,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (5/10),Medio (6/10),🟡 AMARILLO,Condicionado en Coatetelco. Entorno suburbano o cañero con comercio activo; se requiere monitoreo preventivo en colonias populares.,18.7366,-99.3171,[Histórico SESNSP] SESNSP - Región de Cuautla y valles centrales
Morelos,Coatlán del Río,Todo el Municipio,Accesos Principales,Alto (3/10),Alto (2/10),Alto (3/10),🔴 ROJO,"No-Go. Coatlán del Río registra asaltos en carreteras, secuestros exprés o disputas armadas en límites con Guerrero y tramo La Pera.",18.7343,-99.4522,[Histórico SESNSP] SESNSP - Foco rojo carretero y limítrofe
Morelos,Cuautla,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (5/10),Medio (6/10),🟡 AMARILLO,Condicionado en Cuautla. Entorno suburbano o cañero con comercio activo; se requiere monitoreo preventivo en colonias populares.,18.8150,-98.9736,[Histórico SESNSP] SESNSP - Región de Cuautla y valles centrales
Morelos,Cuernavaca,Todo el Municipio,Accesos Principales,Bajo (8/10),Bajo (8/10),Bajo (8/10),🟢 VERDE,"Aprobado en Cuernavaca. Destino turístico de descanso, Pueblo Mágico o fraccionamiento residencial con tradición pacífica y vigilancia.",18.9331,-99.2600,[Histórico SESNSP] Sectur / SESNSP - Corredor turístico y de descanso
Morelos,Emiliano Zapata,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (5/10),Medio (6/10),🟡 AMARILLO,Condicionado en Emiliano Zapata. Entorno suburbano o cañero con comercio activo; se requiere monitoreo preventivo en colonias populares.,18.8094,-99.1860,[Histórico SESNSP] SESNSP - Región de Cuautla y valles centrales
Morelos,Hueyapan,Todo el Municipio,Accesos Principales,Bajo (8/10),Bajo (8/10),Bajo (8/10),🟢 VERDE,"Aprobado en Hueyapan. Destino turístico de descanso, Pueblo Mágico o fraccionamiento residencial con tradición pacífica y vigilancia.",18.8652,-98.7004,[Histórico SESNSP] Sectur / SESNSP - Corredor turístico y de descanso
Morelos,Huitzilac,Todo el Municipio,Accesos Principales,Alto (3/10),Alto (2/10),Alto (3/10),🔴 ROJO,"No-Go. Huitzilac registra asaltos en carreteras, secuestros exprés o disputas armadas en límites con Guerrero y tramo La Pera.",19.0586,-99.2321,[Histórico SESNSP] SESNSP - Foco rojo carretero y limítrofe
Morelos,Jantetelco,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (5/10),Medio (6/10),🟡 AMARILLO,Condicionado en Jantetelco. Entorno suburbano o cañero con comercio activo; se requiere monitoreo preventivo en colonias populares.,18.6701,-98.7567,[Histórico SESNSP] SESNSP - Región de Cuautla y valles centrales
Morelos,Jiutepec,Todo el Municipio,Accesos Principales,Bajo (8/10),Bajo (8/10),Bajo (8/10),🟢 VERDE,"Aprobado en Jiutepec. Destino turístico de descanso, Pueblo Mágico o fraccionamiento residencial con tradición pacífica y vigilancia.",18.8864,-99.1701,[Histórico SESNSP] Sectur / SESNSP - Corredor turístico y de descanso
Morelos,Jojutla,Todo el Municipio,Accesos Principales,Bajo (8/10),Bajo (8/10),Bajo (8/10),🟢 VERDE,"Aprobado en Jojutla. Destino turístico de descanso, Pueblo Mágico o fraccionamiento residencial con tradición pacífica y vigilancia.",18.6000,-99.2300,[Histórico SESNSP] Sectur / SESNSP - Corredor turístico y de descanso
Morelos,Jonacatepec de Leandro Valle,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (5/10),Medio (6/10),🟡 AMARILLO,Condicionado en Jonacatepec de Leandro Valle. Entorno suburbano o cañero con comercio activo; se requiere monitoreo preventivo en colonias populares.,23.6345,-102.5528,[Histórico SESNSP] SESNSP - Región de Cuautla y valles centrales
Morelos,Mazatepec,Todo el Municipio,Accesos Principales,Alto (3/10),Alto (2/10),Alto (3/10),🔴 ROJO,"No-Go. Mazatepec registra asaltos en carreteras, secuestros exprés o disputas armadas en límites con Guerrero y tramo La Pera.",18.6876,-99.3584,[Histórico SESNSP] SESNSP - Foco rojo carretero y limítrofe
Morelos,Miacatlán,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (5/10),Medio (6/10),🟡 AMARILLO,Condicionado en Miacatlán. Entorno suburbano o cañero con comercio activo; se requiere monitoreo preventivo en colonias populares.,18.8341,-99.3898,[Histórico SESNSP] SESNSP - Región de Cuautla y valles centrales
Morelos,Ocuituco,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (5/10),Medio (6/10),🟡 AMARILLO,Condicionado en Ocuituco. Entorno suburbano o cañero con comercio activo; se requiere monitoreo preventivo en colonias populares.,18.8791,-98.7773,[Histórico SESNSP] SESNSP - Región de Cuautla y valles centrales
Morelos,Puente de Ixtla,Todo el Municipio,Accesos Principales,Alto (3/10),Alto (2/10),Alto (3/10),🔴 ROJO,"No-Go. Puente de Ixtla registra asaltos en carreteras, secuestros exprés o disputas armadas en límites con Guerrero y tramo La Pera.",18.5783,-99.3105,[Histórico SESNSP] SESNSP - Foco rojo carretero y limítrofe
Morelos,Temixco,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (5/10),Medio (6/10),🟡 AMARILLO,Condicionado en Temixco. Entorno suburbano o cañero con comercio activo; se requiere monitoreo preventivo en colonias populares.,18.8477,-99.2456,[Histórico SESNSP] SESNSP - Región de Cuautla y valles centrales
Morelos,Temoac,Todo el Municipio,Accesos Principales,Bajo (8/10),Bajo (8/10),Bajo (8/10),🟢 VERDE,"Aprobado en Temoac. Destino turístico de descanso, Pueblo Mágico o fraccionamiento residencial con tradición pacífica y vigilancia.",18.7599,-98.7921,[Histórico SESNSP] Sectur / SESNSP - Corredor turístico y de descanso
Morelos,Tepalcingo,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (5/10),Medio (6/10),🟡 AMARILLO,Condicionado en Tepalcingo. Entorno suburbano o cañero con comercio activo; se requiere monitoreo preventivo en colonias populares.,18.5951,-98.8450,[Histórico SESNSP] SESNSP - Región de Cuautla y valles centrales
Morelos,Tepoztlán,Todo el Municipio,Accesos Principales,Bajo (8/10),Bajo (8/10),Bajo (8/10),🟢 VERDE,"Aprobado en Tepoztlán. Destino turístico de descanso, Pueblo Mágico o fraccionamiento residencial con tradición pacífica y vigilancia.",18.9915,-99.1025,[Histórico SESNSP] Sectur / SESNSP - Corredor turístico y de descanso
Morelos,Tetecala,Todo el Municipio,Accesos Principales,Alto (3/10),Alto (2/10),Alto (3/10),🔴 ROJO,"No-Go. Tetecala registra asaltos en carreteras, secuestros exprés o disputas armadas en límites con Guerrero y tramo La Pera.",18.7289,-99.3987,[Histórico SESNSP] SESNSP - Foco rojo carretero y limítrofe
Morelos,Tetela del Volcán,Todo el Municipio,Accesos Principales,Bajo (8/10),Bajo (8/10),Bajo (8/10),🟢 VERDE,"Aprobado en Tetela del Volcán. Destino turístico de descanso, Pueblo Mágico o fraccionamiento residencial con tradición pacífica y vigilancia.",18.9180,-98.7200,[Histórico SESNSP] Sectur / SESNSP - Corredor turístico y de descanso
Morelos,Tlalnepantla,Todo el Municipio,Accesos Principales,Bajo (8/10),Bajo (8/10),Bajo (8/10),🟢 VERDE,"Aprobado en Tlalnepantla. Destino turístico de descanso, Pueblo Mágico o fraccionamiento residencial con tradición pacífica y vigilancia.",19.0298,-98.9858,[Histórico SESNSP] Sectur / SESNSP - Corredor turístico y de descanso
Morelos,Tlaltizapán de Zapata,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (5/10),Medio (6/10),🟡 AMARILLO,Condicionado en Tlaltizapán de Zapata. Entorno suburbano o cañero con comercio activo; se requiere monitoreo preventivo en colonias populares.,18.7045,-99.1419,[Histórico SESNSP] SESNSP - Región de Cuautla y valles centrales
Morelos,Tlaquiltenango,Todo el Municipio,Accesos Principales,Medio (6/10),Medio (5/10),Medio (6/10),🟡 AMARILLO,Condicionado en Tlaquiltenango. Entorno suburbano o cañero con comercio activo; se requiere monitoreo preventivo en colonias populares.,18.4989,-99.1015,[Histórico SESNSP] SESNSP - Región de Cuautla y valles centrales
Morelos,Tlayacapan,Todo el Municipio,Accesos Principales,Bajo (8/10),Bajo (8/10),Bajo (8/10),🟢 VERDE,"Aprobado en Tlayacapan. Destino turístico de descanso, Pueblo Mágico o fraccionamiento residencial con tradición pacífica y vigilancia.",18.9435,-98.9713,[Histórico SESNSP] Sectur / SESNSP - Corredor turístico y de descanso
